"Ben Shungu",Vermont,AE,33,76.9,116,26.1,60.7,62.34,2.8,15.3,15.6,13.7,72,100,0.72,143,240,0.596,65,156,0.417,0.9,2.5,25.3,Sr,6-2,24,3.868,121.604,2.4,2022,44546,all,,1.25807513,98,146,44,93,0.6712,0.4731,6,7,0.8571,,92.4015,95.4597,3.4061,201.684,5.31477,3.98745,1.32732,6.2712,30.6471,4.80618,1.46502,0.6176,3.9706,4.5882,2.2941,1.2059,0.2353,16.2647,"Wing G",9.433
"Keon Clergeot","Southeastern Louisiana",Slnd,29,72.4,101.7,23.9,50.9,57.74,2.3,7.9,20.3,23.2,107,126,0.849,75,163,0.46,44,114,0.386,0.2,2.1,45.5,Sr,6-1,4,1.85642,103.237,3.9,2022,44685,all,41.2,1.07215759,43,88,32,75,0.4886,0.4267,2,2,1.0000,,111.06,114.508,1.3361,140.465,-3.84113,-0.00741994,-3.83371,-3.42136,29.1515,-0.710555,-2.71081,0.5455,1.9091,2.4545,3.1515,1.2121,0.0606,12.8788,"Scoring PG",7.15927
"Bryce Aiken","Seton Hall",BE,15,31.6,119.7,25.9,53.1,60.22,1.6,7.2,22.9,14.3,66,80,0.825,40,75,0.533,24,68,0.353,0,3,55.9,Sr,6-0,1,4.33513,133.45,2.5,2022,44711,all,83.0,1.63994718,30,50,10,25,0.6000,0.4000,0,0,,,99.6936,95.8592,2.84095,66.2249,6.49731,6.55156,-0.0542457,8.37284,26.2000,5.89181,2.48103,0.4000,1.7333,2.1333,2.7333,1.3333,0.0000,14.5333,"Scoring PG",10.0782
"Peter Kiss",Bryant,NEC,27,77.1,103.5,34.7,50.2,54.52,4.3,12,22.1,18.6,138,176,0.784,196,371,0.528,50,169,0.296,0.8,2.6,32.6,Sr,6-5,32,4.02237,118.136,2.4,2022,44721,all,,0.76990341,143,220,53,150,0.6500,0.3533,33,37,0.8919,,101.355,105.872,2.63875,188.042,0.993486,2.11062,-1.11713,3.23316,35.7037,4.03163,-0.798466,1.4444,4.3333,5.7778,3.2222,1.6667,0.2963,25.1852,"Combo G",9.64596
"Kevin Marfo",Quinnipiac,MAAC,30,67.6,99.2,26.4,46.9,53.33,13.4,30.1,27.7,27.4,93,130,0.715,98,197,0.497,1,15,0.067,2.6,2.1,61.3,Sr,6-8,0,1.95269,106.169,4,2022,44755,all,62.2,1.12150886,95,184,3,13,0.5163,0.2308,10,14,0.7143,,96.9681,100.062,2.56343,195.695,2.91762,-0.148306,3.06592,1.68731,26.8387,0.541567,1.14575,3.0968,7.0968,10.1935,3.8710,0.9355,0.6774,9.4194,PF/C,1.07478
"Jair Bolden",Butler,BE,22,30.6,98.8,19.3,43.8,48.05,1.5,8.8,5.3,9.2,21,22,0.955,13,36,0.361,29,93,0.312,1.5,1.3,17.1,Sr,6-3,52,0.996612,101.917,2,2022,44756,all,37.2,1.38453017,4,6,9,30,0.6667,0.3000,0,0,,,106.223,102.18,1.51697,57.7003,0.297912,0.770205,-0.472294,1.13538,18.5000,1.2835,-0.14812,0.2083,1.3750,1.5833,0.7500,0.4583,0.2500,6.7083,"Wing G",15.0181
"Colin Slater","Long Beach St.",BW,31,80.2,108.4,21.2,49.7,54.26,0.9,9.5,17.3,12.7,82,97,0.845,82,190,0.432,62,162,0.383,0.3,1.5,27.6,Sr,6-1,14,2.80121,110.52,2.4,2022,44757,all,53.6,1.76919665,37,77,45,113,0.4805,0.3982,0,0,,,106.531,106.639,2.30868,161.907,0.138499,2.07466,-1.93616,0.682439,32.1818,1.67766,-0.995222,0.2727,2.5152,2.7879,2.7879,0.8182,0.0909,14.4242,"Combo G",9.09485
"Joey Brunk","Ohio St.",B10,28,16.7,114.9,15.1,63,65.17,3.7,20.4,5.6,19,10,13,0.769,29,46,0.63,0,0,0,3,1.7,28.3,Sr,6-11,50,0.685966,111.228,5.2,2022,44792,all,78.8,0.60011202,9,12,20,34,0.7500,0.5882,3,3,1.0000,,99.362,94.2152,0.879428,43.5006,2.24979,0.380709,1.86908,2.58176,7.6786,0.128897,2.45286,0.2143,1.3929,1.6071,0.2143,0.2143,0.2143,2.4286,C,0
"Davion Mintz",Kentucky,SEC,31,56,110.4,17.4,47.8,51,3.2,6.8,11.2,13.4,47,67,0.701,42,97,0.433,44,129,0.341,0.6,1.4,29.6,Sr,6-3,10,2.35141,112.978,2.7,2022,44793,all,20.0,1.77419996,24,40,18,57,0.6000,0.3158,3,3,1.0000,,101.166,96.2644,2.64905,116.3,4.16313,4.11202,0.0511052,3.1495,24.7419,2.31668,0.832818,0.6774,1.5161,2.1935,1.7742,0.6129,0.1290,8.4839,"Combo G",9.72773
"Tyson Jolly",Iona,MAAC,33,83.8,106.2,22.2,49.9,53.18,6.5,9.5,13.6,15.1,93,133,0.699,121,259,0.467,49,131,0.374,2.5,1.2,34.1,Sr,6-4,25,2.84836,109.869,2.6,2022,44846,all,67.2,1.15149999,86,154,35,105,0.5584,0.3333,22,26,0.8462,,101.197,101.832,2.96879,178.467,1.84308,2.01807,-0.174997,1.76807,33.7576,2.39441,-0.626339,1.9394,2.8788,4.8182,2.3030,0.7273,0.8182,14.6061,"Wing G",6.66144
"AJ Wilson","South Carolina",SEC,21,24.5,108.5,13,50,52.32,11.9,11.9,6.8,17.4,12,19,0.632,23,45,0.511,3,10,0.3,7,2.3,34.5,Sr,6-7,12,0.843845,102.783,5.3,2022,44849,all,,0.91659032,17,32,6,14,0.5313,0.4286,4,5,0.8000,,96.5786,91.7952,1.72376,61.9175,5.84372,0.539062,5.30466,3.10909,13.5455,-0.0527,3.16179,1.5909,1.4545,3.0455,0.5000,0.5455,0.9091,3.1364,PF/C,1.8839
"Xavier Green",Maryland,B10,32,49,101.1,8.4,45.8,47.39,4,10.4,7.8,17.9,9,15,0.6,15,39,0.385,12,33,0.364,0.5,1.5,20.8,Sr,6-6,11,0.145727,87.5114,2.9,2022,44944,all,15.2,1.75000000,7,11,8,28,0.6364,0.2857,1,1,1.0000,,107.819,101.169,1.78161,97.3159,1.09441,0.0326159,1.06179,-0.300888,19.7500,-1.37388,1.07299,0.6875,1.8125,2.5000,0.8750,0.5000,0.0938,2.3438,"Wing G",3.08572
"Tareq Coburn","St. John's",BE,27,24.9,99.1,17.1,53.1,54.47,2.6,5.7,6.4,18.6,15,24,0.625,15,35,0.429,24,61,0.393,2,2.2,25,Sr,6-5,10,0.573135,99.3254,4,2022,45017,all,,0.68424044,12,26,3,9,0.4615,0.3333,4,5,0.8000,,103.797,100.484,1.10399,53.6782,-0.050288,0.470072,-0.52036,-0.511145,11.8889,-0.297872,-0.213273,0.2963,0.6296,0.9259,0.4815,0.4815,0.2222,4.3333,"Combo G",10.2116
"Tavian Dunn-Martin","Florida Gulf Coast",ASun,32,83.3,110.6,33.5,51,56.81,1.7,8.5,38.1,19,157,179,0.877,113,246,0.459,103,278,0.371,0.1,1.8,34.2,Sr,5-8,5,4.75039,126.463,1.6,2022,45090,all,,1.62293751,78,142,38,110,0.5493,0.3455,0,0,,,108.086,110.045,2.0025,168.936,1.40846,5.13658,-3.72812,3.15796,33.6061,5.62698,-2.46902,0.4848,2.6364,3.1212,6.0000,1.1212,0.0303,21.3636,"Pure PG",14.5218
"Jakolby Long","Bethune Cookman",SWAC,26,50.3,95.9,12.5,37.4,43.68,5.8,10.9,11.2,15.4,27,35,0.771,37,96,0.385,0,3,0,0,2.6,35.4,Sr,6-4,2,-0.137536,83.5989,3.6,2022,45184,all,75.4,1.70014848,22,52,15,44,0.4231,0.3409,0,0,,,105.457,112.318,1.16986,97.7926,-3.61012,-2.24493,-1.36519,-4.14612,22.5926,-3.41387,-0.732248,1.1111,1.9259,3.0370,1.2593,0.9630,0.0000,4.0000,"Wing G",0.303506
"Taze Moore",Houston,Amer,36,70.4,112.8,19.2,50.6,52.09,6,12.4,17.4,15.3,32,44,0.727,106,202,0.525,44,138,0.319,2.8,3.2,12.9,Sr,6-5,4,3.17793,116.186,3.1,2022,45252,all,,1.98082252,62,89,44,113,0.6966,0.3894,21,21,1.0000,,89.3076,86.041,4.26177,211.941,8.33626,4.00359,4.33267,7.6716,30.0278,3.47947,4.19212,1.5833,3.2778,4.8611,2.8611,1.5556,0.6389,10.4444,"Wing G",7.80015
"Justin Edler-Davis","Cal St. Bakersfield",BW,25,65.4,104.4,18.5,46,48.43,8.9,22.8,4.7,11.3,23,29,0.793,57,133,0.429,24,69,0.348,0.4,2.2,14.4,Sr,6-4,10,1.49407,101.827,4.4,2022,45253,all,29.8,0.61536863,19,35,38,98,0.5429,0.3878,3,5,0.6000,,101.429,103.592,2.15829,125.976,-0.780508,0.52275,-1.30326,-0.149828,25.5185,0.737597,-0.887425,2.0370,4.3704,6.4074,0.5926,0.9259,0.0741,8.5926,"Wing G",6.544
"Greg Lee","Penn St.",B10,16,27.9,95.7,19.1,44.3,46.85,8.9,21.2,6,16.3,12,16,0.75,31,64,0.484,8,33,0.242,0.7,0.7,16.5,Sr,6-9,5,1.10224,100.116,4.1,2022,45254,all,,0.58823529,16,23,15,41,0.6957,0.3659,2,3,0.6667,,102.838,93.7586,2.51194,58.6011,-2.2127,-2.16556,-0.0471419,-1.08687,21.8750,-1.44563,0.358759,1.5625,3.9375,5.5000,0.6250,0.2500,0.1250,6.1250,PF/C,6.04214
"Brandon Johnson",DePaul,BE,31,83.5,100.4,17.4,45.4,49.91,6.1,15.8,4.5,15.1,88,136,0.647,83,180,0.461,24,82,0.293,0.7,1.1,51.9,Sr,6-8,35,1.74111,100.399,2.6,2022,45288,all,,0.54165589,49,85,34,95,0.5765,0.3579,12,16,0.7500,,104.573,101.197,3.03158,178.084,-0.944666,-0.0920955,-0.85257,-0.878009,33.5161,-0.200668,-0.677341,1.9032,4.9355,6.8387,0.8387,0.6452,0.2258,10.5161,"Wing F",4.46391
"Nick Robinson","Western Carolina",SC,29,77.8,101,25.6,46,50.33,5.4,18.9,20.3,16.7,86,112,0.768,90,199,0.452,55,176,0.313,1.2,1.8,29.9,Sr,6-6,25,2.31815,105.475,3.2,2022,45304,all,40.8,1.21619974,36,76,54,123,0.4737,0.4390,2,4,0.5000,,109.773,107.205,2.32468,187.883,0.426098,0.946951,-0.520853,0.801172,33.1667,1.53367,-0.732494,1.8000,5.4667,7.2667,3.0000,1.1000,0.3333,14.7333,"Wing F",10.4257
"Grant Golden",Richmond,A10,37,68.5,105.5,27.4,53.4,55.66,4,21.9,25.1,15.3,72,102,0.706,183,325,0.563,23,82,0.28,2,0.9,25.1,Sr,6-10,33,3.14064,118.389,2.2,2022,45309,all,11.0,1.51390103,129,200,54,125,0.6450,0.4320,4,4,1.0000,,101.173,98.3839,2.75673,186.658,3.01104,1.73684,1.2742,4.56681,27.5946,3.87898,0.687831,0.9189,5.1081,6.0270,2.9459,0.4324,0.5135,13.7027,PF/C,4.79063
"De'Monte Buckingham","UNC Greensboro",SC,30,72.7,115.7,20.6,59.2,61.35,6.4,19.6,8.9,17,47,60,0.783,68,129,0.527,66,153,0.431,0.8,1.7,21.3,Sr,6-4,10,3.01484,114.274,2.2,2022,45310,all,59.2,0.68623872,56,89,12,40,0.6292,0.3000,4,4,1.0000,,101.751,99.7338,2.88229,163.738,3.07805,2.66582,0.412236,4.83149,30.2903,4.60801,0.223475,1.6129,4.7097,6.3226,1.1290,0.8710,0.1613,12.4516,"Wing G",10.7202
"Nick Sherod",Richmond,A10,37,37.8,94.9,21.1,45.6,46.95,1.9,12.4,4,5,15,20,0.75,20,63,0.317,56,165,0.339,0,1.7,8.8,Sr,6-4,5,0.708674,98.8809,2.2,2022,45311,all,50.4,1.09988905,16,31,4,32,0.5161,0.1250,0,0,,,104.095,101.225,1.37114,90.511,-2.94755,-0.0461981,-2.90135,-1.59305,15.2162,0.265434,-1.85848,0.2432,1.5946,1.8378,0.2973,0.4324,0.0000,6.0270,"Wing G",17.4687
"Perry Francois",Charlotte,CUSA,18,6.9,69.6,17.6,21.1,29.75,8.9,14.3,6,19.9,5,6,0.833,4,17,0.235,0,2,0,1.3,1.4,31.6,Sr,6-8,10,-0.309557,66.6967,5.6,2022,45359,all,,0.60007203,3,7,1,10,0.4286,0.1000,0,0,,,107.475,108.691,0.309644,14.6107,-9.97634,-7.55257,-2.42376,-10.9989,4.7778,-8.23173,-2.76715,0.3333,0.5556,0.8889,0.1667,0.1111,0.0556,0.7222,"Wing F",1.40906
"Randy Miller Jr.","North Carolina Central",MEAC,26,70.8,93.4,20.7,41.1,48.25,2.2,6.5,8.6,18.9,85,110,0.773,54,145,0.372,30,96,0.313,0.3,1.1,45.6,Sr,6-2,44,0.801803,93.2321,2.2,2022,45477,all,,0.64407386,31,71,23,76,0.4366,0.3026,0,0,,,106.963,112.948,1.47036,110.142,-5.86653,-2.214,-3.65253,-4.68228,28.6000,-1.56985,-3.11243,0.5333,1.5667,2.1000,1.2667,0.6333,0.0667,11.1333,"Combo G",6.96723
"Nolan Taylor","Southeast Missouri St.",OVC,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sr,6-7,31,-0.318676,-6.46892,0,2022,45530,all,,,,,,,,,,,,,117.891,127.897,-0.00183507,0.102769,-5.43391,-2.93153,-2.50238,-6.74939,1.0000,-2.90554,-3.84385,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,PF/C,0
"Scott Spencer",Tulane,Amer,22,18.6,80.8,14.1,38.4,39.51,2.7,12.1,2.5,9.5,2,2,1,5,15,0.333,11,41,0.268,2.3,2.1,3.6,Sr,6-6,22,-0.325819,75.785,3.1,2022,45562,all,63.4,0.60008798,3,4,2,11,0.7500,0.1818,0,0,,,103.336,101.866,0.867021,39.834,-2.09875,-1.71337,-0.385378,-2.87729,9.9091,-2.41521,-0.462076,0.2273,1.0909,1.3182,0.1364,0.3636,0.1818,2.0455,"Stretch 4",10.8621
"Algevon Eichelberger","Cleveland St.",Horz,1,0.2,0,29.2,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,62.9,0,0,Sr,6-8,12,-0.616841,-3.51354,0,2022,45568,all,29.4,0.00000000,,,,,,,,,,,87.6308,90.4365,0.256308,0.586745,0.522382,-33.692,34.2144,-8.72285,2.0000,-16.4635,7.74063,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,C,0
"Eron Gordon",Valparaiso,MVC,30,47.5,86.6,12.5,44.4,48.8,1.1,17.8,9.3,24.1,19,24,0.792,20,44,0.455,13,45,0.289,1.9,1.6,27,Sr,6-3,10,-0.5369,77.2249,2,2022,45571,all,68.8,1.20000000,18,31,2,13,0.5806,0.1538,1,1,1.0000,,105.204,104.412,1.51355,101.618,-2.59306,-3.04894,0.455876,-2.93921,19.4375,-2.84881,-0.0904039,0.1875,2.9062,3.0938,1.1250,0.5000,0.3438,3.1562,"Wing G",4.6792
"Mitch Lightfoot",Kansas,B12,37,30.4,113.4,17.5,66.8,65.72,9.8,15.9,5.3,21.7,20,36,0.556,74,111,0.667,1,2,0.5,7.2,1.1,31.9,Sr,6-8,44,1.39013,118.276,7.1,2022,45620,all,77.0,0.43339909,48,64,26,47,0.7500,0.5532,14,15,0.9333,,94.3235,89.6352,1.59398,95.8705,7.34809,2.56626,4.78183,4.13906,12.2973,0.648301,3.49076,1.0000,1.8108,2.8108,0.3514,0.2432,0.8649,4.6216,C,0.252895
"Nate Johnson",Xavier,BE,30,59.9,106.7,17.5,53.2,56.1,1.2,9,7.4,13.9,45,57,0.789,36,79,0.456,65,172,0.378,1.6,1.5,22.7,Sr,6-4,10,2.14829,107.92,2.3,2022,45625,all,,0.91428814,18,34,18,45,0.5294,0.4000,3,3,1.0000,,102.488,98.7164,2.72938,131.513,2.20557,2.30544,-0.0998652,2.3504,27.5667,1.91755,0.432849,0.3000,2.2333,2.5333,1.0667,0.7000,0.4000,10.4000,"Wing G",12.0186
"Drew Buggs",Winthrop,BSth,29,61.6,103.2,19,53.6,54.95,2.4,11.3,31.6,27,24,38,0.632,55,105,0.524,18,48,0.375,0.8,1.8,24.8,Sr,6-3,11,1.35256,101.183,2.5,2022,45642,all,27.6,1.91544973,40,69,15,36,0.5797,0.4167,0,0,,,104.592,106.344,1.79807,124.319,-1.32645,-0.18239,-1.14406,-1.46527,24.4688,-0.27261,-1.19266,0.5312,2.3438,2.8750,4.2500,0.7188,0.2188,6.1562,"Scoring PG",3.84554
"DJ Jones","Florida A&M",SWAC,28,68.7,88.8,18.3,48.1,48.6,6.9,17.2,5.4,20.1,15,28,0.536,102,210,0.486,0,2,0,5.1,1.2,13.2,Sr,6-9,25,-0.0173039,85.1869,4.9,2022,45744,all,,0.41999159,58,90,47,129,0.6444,0.3643,16,20,0.8000,,100.425,105.446,2.08961,149.751,-3.85768,-4.46089,0.603203,-4.74508,27.3000,-4.16252,-0.582566,1.6000,4.1667,5.7667,0.7000,0.5333,1.2333,7.8667,C,0.153441
"Keith Fisher III",Pepperdine,WCC,16,33.5,93.4,19.5,43.7,47.12,8.1,17.9,9.1,16.5,23,32,0.719,42,89,0.472,9,38,0.237,0.5,0.7,25.2,Sr,6-8,3,0.764869,93.8513,5.5,2022,45815,all,32.0,0.87498224,26,43,16,46,0.6047,0.3478,5,5,1.0000,,109.125,108.536,1.69808,72.6178,-2.9782,-1.38935,-1.58885,-3.83809,26.0588,-2.61861,-1.21949,1.9412,4.4706,6.4118,1.2353,0.3529,0.1176,8.5882,"Stretch 4",5.10426
"Ben Coupet Jr.","Southern Illinois",MVC,30,73.1,109.7,19.5,54.9,58.62,4.7,16.6,5.8,13.7,65,85,0.765,53,112,0.473,51,124,0.411,1,0.9,36,Sr,6-7,25,2.4506,109.527,2.1,2022,45818,all,,0.71055634,43,78,10,34,0.5513,0.2941,10,12,0.8333,,100.363,99.9155,2.78481,137.468,0.989566,1.07622,-0.0866512,1.67759,29.2258,2.05918,-0.381593,1.0323,3.5806,4.6129,0.8710,0.4516,0.2581,10.9677,"Wing F",8.96197
"Kenny Cooper","Tennessee St.",OVC,28,71.5,99.5,15.9,40.8,47.27,1.8,10,21,19.1,56,73,0.767,34,117,0.291,26,62,0.419,1,2.6,40.8,Sr,6-1,21,0.665551,91.6264,2.7,2022,45823,all,,2.34787700,22,58,12,59,0.3793,0.2034,0,0,,,102.993,107.81,2.08004,153.774,-0.721148,-0.58596,-0.135188,-0.877157,30.2000,-1.3937,0.516541,0.4333,2.6333,3.0667,3.6000,1.3333,0.2333,7.1667,"Scoring PG",4.1743
"Monty Scott","Eastern Michigan",MAC,27,61.2,92.9,21.5,46.4,47.6,1.2,9.2,15.8,14.6,29,50,0.58,74,162,0.457,32,101,0.317,0.3,2.3,19,Sr,6-5,2,0.656532,92.341,2.5,2022,45828,all,,1.34090617,37,71,35,85,0.5211,0.4118,0,0,,,107.204,107.607,1.86071,131.096,-2.38923,-0.841445,-1.54778,-2.63293,27.7857,-1.76061,-0.872322,0.3571,2.2500,2.6071,2.1071,1.1786,0.0714,10.1786,"Combo G",7.5825
"Nick Hopkins",Siena,MAAC,28,60.8,106.8,16.3,52.8,54.31,2.4,8.7,9.7,12.8,17,22,0.773,30,69,0.435,48,124,0.387,0.4,3.5,11.4,Sr,6-0,0,1.28493,100.084,2,2022,45835,all,,1.31996860,7,14,23,55,0.5000,0.4182,0,0,,,101.414,103.341,2.098,128.617,2.06832,1.88453,0.183791,1.9244,25.5000,0.57462,1.34978,0.5000,1.8929,2.3929,1.1786,1.5000,0.1071,7.8929,"Combo G",10.3839
"DeAndre Dishman","Middle Tennessee",CUSA,35,68.7,102.5,22.1,52.3,55.36,7.5,14,16.4,22,88,138,0.638,134,255,0.525,0,1,0,2.5,2.3,53.9,Jr,6-6,2,1.81236,104.383,3,2022,45840,all,,0.96389083,105,174,29,81,0.6034,0.3580,11,14,0.7857,,98.2852,98.3673,2.76465,183.447,1.65501,-0.329278,1.98429,1.39924,27.3784,0.532734,0.866502,1.6486,3.2432,4.8919,2.1622,1.0541,0.5676,9.8378,"Wing F",0.0599389
"Osinachi Smart","College of Charleston",CAA,31,35.3,110.4,13.3,58,59.32,13,22,4.1,23.2,19,30,0.633,47,81,0.58,0,0,0,2.3,2,37,Sr,6-8,33,0.710354,99.3721,6.2,2022,45853,all,,0.42303564,41,65,6,16,0.6308,0.3750,12,18,0.6667,,99.8644,98.9822,1.43992,98.9509,0.967045,-0.0963824,1.06343,-0.561579,14.6774,-0.877132,0.315553,1.8065,2.8387,4.6452,0.3548,0.5484,0.3226,3.6452,C,0
"Corey Allen","Georgia St.",SB,23,68,98,26,43.6,46.27,1.4,9.8,22.4,13,44,60,0.733,57,155,0.368,57,172,0.331,0.5,2.5,18.3,Sr,6-2,11,2.27329,106.612,2.1,2022,45896,all,,1.74464786,25,48,32,107,0.5208,0.2991,0,0,,,101.631,102.394,2.67249,120.774,1.20294,2.13495,-0.932011,2.26205,30.4231,2.23482,0.0272315,0.4615,3.0000,3.4615,3.1538,1.5385,0.1538,14.7308,"Scoring PG",14.1445
"Justin Hopkins","Texas Southern",SWAC,32,49.3,101.6,17,48.2,55.12,4.4,6.3,10.1,22.7,58,74,0.784,46,82,0.561,14,57,0.246,0.2,0.8,53.2,Sr,6-5,15,0.662812,95.0623,2.5,2022,45906,all,,0.79066828,41,59,5,23,0.6949,0.2174,7,7,1.0000,,101.624,105.727,1.47968,88.5074,-2.27036,-0.931577,-1.33878,-2.10474,19.7812,-1.29772,-0.807027,0.7812,1.1875,1.9688,1.0625,0.2812,0.0312,6.0000,"Wing G",5.12344
"Damien Sears",Southern,SWAC,28,44.3,78.9,18.1,36.5,42.16,10.2,26.3,5.4,27,31,45,0.689,42,113,0.372,0,2,0,4.9,3.3,39.1,Sr,6-7,12,-0.688483,74.5539,4.3,2022,45925,all,,0.38297059,31,67,12,47,0.4627,0.2553,2,3,0.6667,,88.6624,91.8944,2.25838,130.57,-2.50082,-6.79049,4.28967,-3.43014,18.2000,-5.07657,1.64643,1.6667,3.7333,5.4000,0.6000,1.2333,0.7333,4.2667,PF/C,0.216968
